title,abstract,features,authorlist 
"Re: Toll-like 4 receptor variant, Asp299Gly, and reduced risk of hemorrhagic cystitis after hematopoietic stem cell transplantation.",,[],['Edward M Schaeffer']
Protection and antibody response induced by intramuscular DNA vaccine encoding for viral haemorrhagic septicaemia virus (VHSV) G glycoprotein in turbot (Scophthalmus maximus).,"Turbot (Scophthalmus maximus) is a high-value farmed marine flatfish with growing demand and production levels in Europe susceptible to turbot-specific viral haemorrhagic septicaemia virus (VHSV) strains. To evaluate the possibility of controlling the outbreaks of this infectious disease by means of DNA vaccination, the gpG of a VHSV isolated from farmed turbot (VHSV(860)) was cloned into an expression plasmid containing the human cytomegalovirus (CMV) promoter (pMCV1.4-G(860)). In our experimental conditions, DNA immunised turbots were more than 85% protected against VHSV(860) lethal challenge and showed both VHSV-gpG specific and neutralizing antibodies. To our knowledge this is the first report showing the efficacy of turbot genetic immunisation against a VHSV. Work is in progress to determine the contribution of innate and adaptive immunity to the protective response elicited by the immunization.",[],"['P Pereiro', 'A Martinez-Lopez', 'A Falco', 'S Dios', 'A Figueras', 'J M Coll', 'B Novoa', 'A Estepa']"
"Oral transmission as a route of infection for viral haemorrhagic septicaemia virus in rainbow trout, Oncorhynchus mykiss (Walbaum).","Surveys among wild marine fish have revealed occurrence of viral haemorrhagic septicaemia virus (VHSV) infections in a high number of diverse fish species. In marine aquaculture of rainbow trout, preying on invading wild fish might thus be a risk factor for introduction and adaptation of VHSV and subsequent disease outbreaks. Our objective was to determine whether an oral transmission route for VHSV in rainbow trout exists. Juvenile trout were infected through oral, waterborne and cohabitation transmission routes, using a recombinant virus strain harbouring Renilla luciferase as reporter gene. Viral replication in stomach and kidney tissue was detected through bioluminescence activity of luciferase and qRT-PCR. Replication was detected in both tissues, irrespective of transmission route. Replication patterns, however, differed among transmission routes. In trout infected through oral transmission, replication was detected in the stomach prior to kidney tissue. In trout infected through waterborne or cohabitation transmission, replication was detected in kidney prior to stomach or in both tissues simultaneously. We demonstrate the existence of an oral transmission route for VHSV in rainbow trout. This implies that preying on invading infected wild fish is a risk factor for introduction of VHSV into marine cultures of rainbow trout.",[],"['A A Schönherz', 'M H H Hansen', 'H B H Jørgensen', 'P Berg', 'N Lorenzen', 'K Einer-Jensen']"
Immunoperoxidase evaluation of buffalo tissues for acute hemorrhagic septicemia.,,[],"['N U Horadagoda', 'K Belak', 'M C De Alwis', 'T G Wijewardana', 'A I Gomis', 'A A Vipulasiri']"
Temperature-dependent viral replication and antiviral apoptotic response in viral haemorrhagic septicaemia virus (VHSV)-infected olive flounder (Paralichthys olivaceus).,"The olive flounder (Paralichthys olivaceus) shows a high rate of mortality to viral haemorrhagic septicaemia virus (VHSV) in the winter and spring but has zero mortality over 20 °C. In this experiment, we studied the effect of rearing temperature on viral replication, viral transcription and antiviral apoptotic immune response in VHSV-infected olive flounder by real-time polymerase chain reaction. Olive flounder were given intra-peritoneal injections of VHSV (10(7.8) TCID(50)/ml) and were reared at 15 °C or 20 °C. Five fish were randomly sampled for head kidney at 3, 6 and 12 h post-infection (hpi) and 1, 2, 4 and 7 days post-infection (dpi). Total RNA extracted from the tissue was reverse transcribed and used as template for real-time PCR. In the 15 °C group, the number of viral gRNA copies peaked after 2 dpi and remained high through 7 dpi, while in the 20 °C group, the copy number was at the highest at 1 dpi but drastically declined at later stages. Viral mRNA levels in the 15 °C group gradually increased starting at 3 hpi to reach their maximum value at 12 hpi and remained high until 2 dpi, whereas the other group showed much lower copy numbers that were undetectably low at 4 and 7 dpi. Type II IFN expression increased as the viral copies increased and the 20 °C group showed quicker and stronger expression than the 15 °C group. The MHC class I and CD8 expression was high in both the groups at early stage of infection (3-6 hpi) but at later stages (2-7 dpi) in 15 °C group expression reduced below control levels, while they expressed higher to control in 20 °C group. The expression of granzyme in 15 °C fish showed a single peak at 2 dpi, but was consistently expressing in 20 °C fish. Individuals expressed very high levels of perforin expressed very high levels of caspase 3. In 15 °C fish, TNFα, FasL and p53 expressed significantly higher than 20 °C only at initial stages of infection (3-6 hpi). Caspase 3 expression found to be low in 15 °C fish whereas it was significantly elevated in 20 °C group. Interestingly individual fish with high caspase 3 expression contained very low viral RNA. Thus, from our experiment, we can conclude that an effective apoptotic immune response in VHSV-infected olive flounder plays a crucial role in the survival of the host at higher temperatures.",[],"['Satheesha Avunje', 'Wi-Sik Kim', 'Myung-Joo Oh', 'Ilsu Choi', 'Sung-Ju Jung']"
Enhanced detection of viral hemorrhagic septicemia virus (a salmonid rhabdovirus) by pretreatment of the virus with a combinatorial library-selected peptide.,"A 17-mer peptide (SAAEASAKATAEATAKG, p5) was selected by screening a combinatorial library for its ability to enhance in vitro the infectivity of viral hemorrhagic septicemia virus (VHSV), a salmonid rhabdovirus. Preincubation of VHSV samples with p5 at micromolar concentrations led to up to 5-fold increase of viral titers compared to untreated samples, as measured by a 1-day post-infection immunochemical focus assay. Treatment with p5 also increased VHSV titers when using the more traditional plaque and end-point dilution assays. Preincubation of p5 with infectious hematopoietic necrosis virus (another rhabdovirus of salmonids), but not with infectious pancreatic necrosis virus (birnavirus) also led to a similar increase in sensitivity. These results indicate that the addition of p5 may be used to improve the sensitivity of diagnostic tests for salmonid rhabdoviruses.",[],"['L Perez', 'V Mas', 'J Coll', 'A Estepa']"
In vitro assay to select rainbow trout with variable resistance/susceptibility to viral haemorrhagic septicaemia virus.,"The merit of a candidate criterion of resistance to viral haemorrhagic septicaemia virus (VHSV) was tested with the view of producing experimental trout progeny with a predictable level of resistance. The criterion, the measure of in vitro viral replication in excised fin tissue (VREFT) was previously developed. Three experiments were performed, using both ordinary and homozygous doubled-haploid breeders. A set of 48 progeny was tested. Breeders were individually scored for repeated measures of VREFT, and the progeny were tested against VHSV (strain 07-71, serotype 1) through a waterborne challenge (5 x 10(4) pfu ml(-1) during 2 h). Analysis of repeated measures of VREFT revealed the risk of identifying 'false' resistant individuals. The highest value should be considered the most predictive of the resistance status. Survival of progeny ranged from 0 to 100% according to the group and the experiment. The survival was correlated to the mean VREFT value of the breeders in Expts 1 and 2 (R = 0.96 and 0.61 respectively), but not in Expt 3 (R = 0.36, ns) where all tested progeny were highly susceptible. Results thus indicate that viral growth in fin tissue is genetically correlated to resistance to waterborne disease and may be used to produce selected progeny, at least at the experimental scale. Possible implications of the relationship between VREFT and resistance for the study of resistance mechanisms are discussed.",[],"['Edwige Quillet', 'Michel Dorson', 'Gérard Aubard', 'Corinne Torhy']"
Proliferation and transmission patterns of Pasteurella multocida B:2 in goats.,"This report describes the proliferation and transmission patterns of Pasteurella multocida B:2 among stressful goats, created through dexamethasone injections. Thirty seven clinically healthy adult goats were divided into three groups consisted of 15 goats in group A, 11 goats in group B and the remaining 11 in group C. At the start of the study, all goats of group A were exposed intranasally to 1.97 x 10(10) CFU/ml of live P multocida B:2. Dexamethasone was immediately administered intramuscularly for 3 consecutive days at a dosage rate of 1 mg/kg. The exposed goats were observed for signs of HS for a period of 1 month. At the end of the 1-month period, 11 goats from group B were introduced into and commingled with the surviving goats of group A before all goats from both groups were immediately injected intramuscularly with dexamethasone for 3 consecutive days. The treatment with dexamethasone was then carried out at monthly interval throughout the 3-month study period. Goats of group C were kept separately as negative control. Three surviving goats from each group were killed at 2-week interval for a complete post-mortem examination. Two (13%) goats of group A were killed within 24 hours after intranasal exposure to P multocida B:2 while another two (13%) goats from the same group were killed on day 40, approximately 10 days after the second dexamethasone injection. All four goats showed signs and lesions typical of haemorrhagic septicaemia. Bacteraemia was detected in 3 goats of group A that were having rectal temperature higher than 41degrees C. The P. multocida B:2 isolation pattern was closely associated with dexamethasone injections when significantly (p < 0.05) higher rate of isolations from both groups were observed after each dexamethasone injection. Transmission of P multocida B:2 from goats of group A to group B was successful when P multocida B:2 was isolated from goats of group B for a period of 28 days. There was a strong correlation between dexamethasone injections, rate of bacterial isolation and serum cortisol level. The IgG level showed an increasing trend 2 weeks after exposure to P multocida B:2 and remained high throughout the study period.",[],"['M S Shafarin', 'M Zamri-Saad', 'B Siti Khairani', 'A A Saharee']"
"Experimental infection of turbot, Psetta maxima (L.), with strains of viral haemorrhagic septicaemia virus isolated from wild and farmed marine fish.","The susceptibility of turbot, Psetta maxima, to infection with two strains of viral haemorrhagic septicaemia virus (VHSV) obtained from wild Greenland halibut, Reinhardtius hippoglossoides, and from farmed turbot was examined. A marine VHSV strain known to be highly pathogenic for turbot was also utilized for comparative purposes. Fish were infected by intra-peritoneal (i.p.), immersion or cohabitation, and maintained at two different temperatures (8 and 15 degrees C). Infection trials showed that the three VHSV isolates were pathogenic for turbot fingerlings by i.p. injection at both temperatures, with high levels of mortality. Virus was recovered from most pools of dead fish i.p. challenged, but not from surviving fish. Although clinical signs were not induced following waterborne exposure, viral growth was obtained from some pools of surviving fish challenged by immersion with strain GH40 from Greenland halibut, which indicates that the virus can survive in sea water and infect other fish via horizontal transmission. Furthermore, although low, the clinical signs and mortality observed in fish cohabitating with turbot challenged with strain GH40 confirms horizontal transmission and indicates that the passage through fish increases the virulence of this strain for turbot. These findings indicate that Greenland halibut, as other wild fish, may play an important role in the epizootiology of VHSV and suggest a potential risk for the turbot farming industry.",[],"['C López-Vázquez', 'C P Dopazo', 'J L Barja', 'I Bandín']"
Improving Smallholder Farmer Biosecurity in the Mekong Region Through Change Management.,"Transboundary animal diseases including foot-and-mouth disease and haemorrhagic septicaemia remain a major constraint for improving smallholder large ruminant productivity in the Mekong region, producing negative impacts on rural livelihoods and compromising efforts to reduce poverty and food insecurity. The traditional husbandry practices of smallholders largely exclude preventive health measures, increasing risks of disease transmission. Although significant efforts have been made to understand the social aspects of change development in agricultural production, attention to improving the adoption of biosecurity has been limited. This study reviews smallholder biosecurity risk factors identified in the peer-reviewed literature and from field research observations conducted in Cambodia and Laos during 2006-2013, considering these in the context of a change management perspective aimed at improving adoption of biosecurity measures. Motivation for change, resistance to change, knowledge management, cultural dimensions, systems theory and leadership are discussed. Due to geographical, physical and resource variability, the implementation of biosecurity interventions suitable for smallholders is not a 'one size fits all'. Smallholders should be educated in biosecurity principles and empowered to make personal decisions rather than adopt prescribed pre-defined interventions. Biosecurity interventions should be aligned with smallholder farmer motivations, preferably offering clear short-term risk management benefits that elicit interest from smallholders. Linking biosecurity and disease control with improved livestock productivity provides opportunities for sustainable improvements in livelihoods. Participatory research and extension that improves farmer knowledge and practices offers a pathway to elicit sustainable broad-scale social change. However, examples of successes need to be communicated both at the 'evidence-based level' to influence regional policy development and at the village or commune level, with 'champion farmers' and 'cross-visits' used to lead local change. The adoption of applied change management principles to improving regional biosecurity may assist current efforts to control and eradicate transboundary diseases in the Mekong region.","['cattle', 'intervention', 'livestock', 'socioeconomic', 'uptake and adoption']","['J R Young', 'S Evans-Kocinski', 'R D Bush', 'P A Windsor']"
Transcriptome analysis of olive flounder (Paralichthys olivaceus) head kidney infected with moderate and high virulent strains of infectious viral hemorrhagic septicaemia virus (VHSV).,"Olive flounder (Paralichthys olivaceus) is one of the most valuable marine aquatic species in South Korea and faces tremendous exposure to the viral hemorrhagic septicemia virus (VHSV). Given the growing importance of flounder, it is therefore essential to understand the host defense of P. olivaceus against VHSV infection, but studies on its immune mechanism are hindered by the lack of genomic resources. In this study, the P. olivaceus was infected with disease-causing VHSV isolates, ADC-VHS2012-11 and ADC-VHS2014-5 which showed moderate virulent (20% mortality) and high virulent (65% mortality), in order to investigate the effect of difference in pathogenicity in head kidney during 1, 3, 7 days of post-infection using Illumina sequencing. After removing low-quality sequences, we obtained 144,933,160 high quality reads from thirty-six libraries which were further assembled into 53,384 unigenes with an average length of 563 bp with a range of 200 to 9605 bp. Transcriptome annotation revealed that 30,475 unigenes with a cut-off e-value of 10<sup>-5</sup> were functionally annotated. In total, 10,046 unigenes were clustered into 26 functional categories by searching against the eggNOG database, and 22,233 unigenes to 52 GO terms. In addition, 12,985 unigenes were grouped into 387 KEGG pathways. Among the 13,270 differently expressed genes, 6578 and 6692 were differentially expressed only in moderate and high virulent, respectively. Based on our sequence analysis, many candidate genes with fundamental roles in innate immune system including, pattern recognition receptors (TLRs & RLRs), Mx, complement proteins, lectins, and cytokines (chemokines, IFN, IRF, IL, TRF) were differentially expressed. Furthermore, GO enrichment analysis for these genes revealed gene response to defense response to virus, apoptotic process and transcription factor activity. In summary, this study identifies several putative immune pathways and candidate genes deserving further investigation in the context of novel gene discovery, gene expression and regulation studies and lays the foundation for fish immunology especially in P. olivaceus against VHSV.","['Head kidney', 'Olive flounder', 'Paralichthys olivaceus', 'Transcriptome', 'Viral hemorrhagic septicemia virus (VHSV)']","['Jee Youn Hwang', 'Kesavan Markkandan', 'Mun Gyeong Kwon', 'Jung Soo Seo', 'Seung-Il Yoo', 'Seong Don Hwang', 'Maeng-Hyun Son', 'Junhyung Park']"
Global spread and evolution of viral haemorrhagic septicaemia virus.,"Viral haemorrhagic septicaemia virus (VHSV) is a rhabdovirus that infects over 48 species of teleosts and is lethal in many. VHSV threatens marine and aquatic fisheries. VHSV was first discovered outside Europe in 1988 in fish from the Pacific coast of North America. In 1994, VHSV was discovered in Newfoundland. In 2003, VHSV was isolated from fish in Lake St. Clair (Michigan and Ontario). In this study, we used 46 nucleotide sequences for the glycoprotein gene from 12 studies and 150 nucleotide sequences for the nucleoprotein gene from nine studies. We combined phylogenetics and a geographic information system to visualize the transmission paths of VHSV lineages. We also reconstructed the spread of VHSV lineages through optimization of geographic data for viral isolates on phylogenetic trees. We demonstrate that VHSV was transmitted from the North Atlantic Ocean and/or Baltic Sea to the Atlantic coast of North America and Japan in independent events. From the Atlantic coast, the virus was transmitted independently to the Laurentian Great Lakes and the Pacific coast of Canada and the contiguous United States. From the Pacific Northwest, the virus was transmitted to Asia and Alaska in independent events. These results clarify the debate ongoing in the literature on the geographic spread of VHSV.",[],"['J Studer', 'D A Janies']"
Isolation of viral hemorrhagic septicemia virus from Greenland halibut Reinhardtius hippoglossoides caught at the Flemish Cap.,"Viral hemorrhagic septicemia virus (VHSV) was isolated from apparently healthy Greenland halibut Reinhardtius hippoglossoides caught in the Flemish Cap, a deep fishing ground in the North Atlantic Ocean in international waters near Newfoundland. The identity of the virus was confirmed by electron microscopy, immunodot, seroneutralization and reverse transcriptasepolymerase chain reaction. In the serology assays, all isolates reacted in the immunodot assay with a polyclonal antiserum against the European VHSV Type Strain F1, and were neutralized by the same antiserum, although most of the strains showed low or moderate neutralization titers. None of the isolates were detected by immunofluorescence using a specific monoclonal antibody against a nucleocapsid-related protein of VHSV F1. This is the first report of VHSV isolated from wild Greenland halibut, which represents a new host species for the virus, and it is also the first evidence of VHSV in a location close to the Atlantic coast of North America. This isolation indicates that VHSV is more widely distributed than has been thought, and appears to support a marine origin of this virus.",[],"['C P Dopaz', 'I Bandín', 'C López-Vazquez', 'J Lamas', 'M Noya', 'J L Barja']"
Outbreak of viral haemorrhagic septicaemia (VHS) in seawater-farmed rainbow trout in Norway caused by VHS virus Genotype III.,"We describe the finding of a novel viral haemorrhagic septicaemia virus (VHSV) Genotype III strain that caused disease of both a neurological and septicaemic nature in seawater-farmed rainbow trout Oncorhynchus mykiss in Storfjorden, Norway. In November 2007, an outbreak of VHS associated with slightly elevated mortality was confirmed at a seawater site rearing rainbow trout (90 to 440 g). Within 3 to 4 mo, the disease was recognised in 3 neighbouring sea sites with ongrowing rainbow trout. The clinical, gross pathological and histopathological findings were in accordance with VHS, and the diagnosis was confirmed by the detection of VHSV in brain and internal tissues by immunohistochemistry, cell culture and reverse transcriptase PCR (RT-PCR). Sequence analysis of the G-gene revealed that the isolated virus clustered with VHSV Genotype III and that the Norwegian isolate represents a unique strain of VHSV. The pathogenicity of the virus strain to rainbow trout and Atlantic salmon Salmo salar was examined using infection experiments. In immersion trials, the Norwegian isolate produced a cumulative mortality of 70% in rainbow trout, while nearly 100% mortality was obtained after intraperitoneal injection of the virus. For Atlantic salmon, no mortality was observed in immersion trials, whereas 52% mortality was observed after intraperitoneal injection. The Norwegian isolate thus represents the first VHSV of Genotype III pathogenic to rainbow trout.",[],"['O B Dale', 'I Ørpetveit', 'T M Lyngstad', 'S Kahns', 'H F Skall', 'N J Olesen', 'B H Dannevig']"
Zebrafish fin immune responses during high mortality infections with viral haemorrhagic septicemia rhabdovirus. A proteomic and transcriptomic approach.,"Despite rhabdoviral infections being one of the best known fish diseases, the gene expression changes induced at the surface tissues after the natural route of infection (infection-by-immersion) have not been described yet. This work describes the differential infected versus non-infected expression of proteins and immune-related transcripts in fins and organs of zebrafish Danio rerio shortly after infection-by-immersion with viral haemorrhagic septicemia virus (VHSV).Two-dimensional differential gel electrophoresis detected variations on the protein levels of the enzymes of the glycolytic pathway and cytoskeleton components but it detected very few immune-related proteins. Differential expression of immune-related gene transcripts estimated by quantitative polymerase chain reaction arrays and hybridization to oligo microarrays showed that while more transcripts increased in fins than in organs (spleen, head kidney and liver), more transcripts decreased in organs than in fins. Increased differential transcript levels in fins detected by both arrays corresponded to previously described infection-related genes such as complement components (c3b, c8 and c9) or class I histocompatibility antigens (mhc1) and to newly described genes such as secreted immunoglobulin domain (sid4), macrophage stimulating factor (mst1) and a cluster differentiation antigen (cd36).The genes described would contribute to the knowledge of the earliest molecular events occurring in the fish surfaces at the beginning of natural rhabdoviral infections and/or might be new candidates to be tested as adjuvants for fish vaccines.",[],"['Paloma Encinas', 'Miguel A Rodriguez-Milla', 'Beatriz Novoa', 'Amparo Estepa', 'Antonio Figueras', 'Julio Coll']"
Possible role of LTB4 in the antiviral activity of turbot (Scophthalmus maximus) leukocyte-derived supernatants against viral hemorrhagic septicemia virus (VHSV).,"Turbot (Scophthalmus maximus) blood leukocyte-derived supernatants were tested for antiviral activity against viral hemorrhagic septicemia virus (VHSV). The assays were performed by quantifying the effect of the supernatants on the replication of VHSV in the rainbow trout (Oncorhynchus mykiss) cell line, RTG-2. Supernatants were obtained by incubating the leukocytes for 17 h at 18 degrees C in L-15 medium supplemented with 5% fetal calf serum (FCS). Testing of leukocyte supernatants indicated that antiviral activity against VHSV resulted in a viral titer reduction of 72.1%. After the supernatants were extracted with calcium ionophore A23187 treatment, the antiviral activity significantly increased, resulting in a viral titer reduction of 99.9%. In order to determine the nature of this antiviral activity, supernatants were produced from leukocytes treated for 17 h with inhibitors of eicosanoid biosynthesis, reactive oxygen intermediates and nitric oxide (NO) production. None of the inhibitors significantly suppressed the supernatant antiviral activity. The presence of oxygen radicals and NO was measured in the case of co-cultures of leukocytes and RTG-2 cells, but no significant differences were found in the VHSV-infected co-cultures compared to non-infected controls. Since previous work demonstrated that leukotriene B4 (LTB4) was present in turbot blood leukocyte-derived supernatants, we assessed the effect of the VHSV in vitro infection on turbot leukocyte LTB4 production by high performance liquid chromatography (HPLC). The levels of LTB4 were significantly increased in the supernatants after VHSV infection. Furthermore, exogenous LTB4 significantly inhibited VHSV replication in RTG-2 cells. These findings suggest that LTB4 may play a significant role in VHSV replication.",[],"['Carolina Tafalla', 'Antonio Figueras', 'Beatriz Novoa']"
[Pasteurella canis hemorragic sepsis and empyema].,"We report the case of a 56-year-old female patient, with a three-day history of hematemesis, melena, abdominal wall hematoma and epistaxis associated with thrombocytopenia and anemia. Idiopathic thrombocytopenic purpura was diagnosed and she was treated with dexamethasone for four days. The patient developed acute respiratory failure with signs of systemic inflammatory response. Blood and pleural fluid cultures grew Pasteurella canis. This is the first case, to our knowledge, of P. canis empyema associated with hemorrhagic septicemia without epidemiological background and the third case of septicemia caused by P. canis reported in the literature. ",[],"['Martha Casallas-Rivera', 'Álvaro Faccini-Martínez', 'Natalia Perdomo-Beltrán', 'Carlos Botero-García', 'Juan Bravo', 'Carlos Pérez-Díaz']"
An outbreak of VHSV (viral hemorrhagic septicemia virus) infection in farmed Japanese flounder Paralichthys olivaceus in Japan.,"A rhabdoviral disease occurred in farmed populations of market sized Japanese flounder (hirame) Paralichthys olivaceus in the Seto Inland Sea of Japan in 1996. The causative agent was identified as viral hemorrhagic septicemia virus (VHSV) based on morphological, immunological, and genetic analyses. Diseased fish that were artificially injected with a representative virus isolate showed the same pathological signs and high mortality as observed in the natural outbreak. This is the first report of an outbreak of VHSV infection in cultured fish in Japan. Clinical signs of diseased fish included dark body coloration, an expanded abdomen due to ascites, congested liver, splenomegaly, and a swollen kidney. Myocardial necrosis was most prominent and accompanied by inflammatory reactions. Necrotic lesions also occurred in the liver, spleen and hematopoietic tissue, and were accompanied by circulatory disturbances due to cardiac failure. Hemorrhagic lesions did not always appear in the lateral musculature. Transmission electron microscopy revealed many rhabdovirus particles and associated inclusion bodies containing nucleocapsids in the necrotized myocardium. The histopathological findings indicated that the necrotizing myocarditis could be considered a pathognomonic sign of VHSV infection in Japanese flounder.",[],"['T Isshik', 'T Nishizawa', 'T Kobayashi', 'T Nagano', 'T Miyazaki']"
"Viral replication in excised fin tissues (VREFT) corresponds with prior exposure of Pacific herring, Clupea pallasii (Valenciennes), to viral haemorrhagic septicaemia virus (VHSV).","Procedures for a viral replication in excised fin tissue (VREFT) assay were adapted to Pacific herring, Clupea pallasii, and optimized both to reduce processing time and to provide the greatest resolution between naïve herring and those previously exposed to viral haemorrhagic septicaemia virus (VHSV), Genogroup IVa. The optimized procedures included removal of the left pectoral fin from a euthanized fish, inoculation of the fin with >10(5) plaque-forming units (PFU) mL(-1) VHSV for 1 h, rinsing the fin in fresh medium six times to remove unadsorbed virions, incubation of the fin in fresh medium for 4 days and enumeration of the viral titre in a sample of the incubation medium by plaque assay. The optimized VREFT assay was effective at identifying the prior exposure history of laboratory-reared Pacific herring to VHSV. The geometric mean VREFT value was significantly greater (P < 0.01) among naïve herring (1.2 × 10(3) PFU mL(-1) ) than among groups that survived exposure to VHSV (1.0-2.9 × 10(2) PFU mL(-1) ); additionally, the proportion of cultures with no detectable virus was significantly greater (P = 0.0002) among fish that survived exposure to VHSV (39-47%) than among naïve fish (3.3%). The optimized VREFT assay demonstrates promise for identifying VHSV exposure history and forecasting disease potential in populations of wild Pacific herring.",[],"['C A Grady', 'J L Gregg', 'R M Wade', 'J R Winton', 'P K Hershberger']"
Viral load of various tissues of rainbow trout challenged with viral haemorrhagic septicaemia virus at various stages of disease.,"Market-sized rainbow trout Oncorhynchus mykiss were challenged by waterborne exposure to viral haemorrhagic septicaemia virus (VHSV isolate of genogroup Ia). Fish were sampled at 4 stages of infection (before onset of clinical signs, clinically affected fish, mortalities and survivors) and the viral load determined in (1) internal organs, (2) muscle tissue and (3) brain and gill tissue. Virus levels were determined by virus titration and real-time RT-PCR. VHSV was detected by either method in the majority of fish before onset of clinical signs and in the survivor group as well as in all fish in the clinically affected fish and mortality groups. Mean virus amounts per mg of tissue determined by virus titration (TCID50) or real-time RT-PCR (copy number) were > 10(4) in preclinical fish, > 10(3.8) in clinically affected fish, > 10(3.9) in mortalities and > 10(1.2) in survivors. Virus levels tended to be highest in the internal organs of subclinical and clinically affected fish and in brain and gill tissue of survivors. The results demonstrate that significant levels of VHSV can be found in tissues of rainbow trout that may be marketed for human consumption, which may have relevance for the biosecurity of VHS-free areas.",[],"['B Oidtmann', 'C Joiner', 'D Stone', 'M Dodge', 'R A Reese', 'P Dixon']"
A protein G fragment from the salmonid viral hemorrhagic septicemia rhabdovirus induces cell-to-cell fusion and membrane phosphatidylserine translocation at low pH.,"The fusion-related properties of segments p9, p3, p4, and p9 + p2 surrounding the p2 phospholipid-binding domain of the protein G (pG) of the salmonid rhabdovirus of viral hemorrhagic septicemia (VHS) (Nuñez, E., Fernandez, A. M., Estepa, A., Gonzalez-Ros, J. M., Gavilanes, F., and Coll, J. M. (1998) Virology 243, 322-330; Estepa, A., and Coll, J. M. (1996) Virology 216, 60-70), have been studied at neutral and fusion (low) pH values by using its derived peptides. Cell-to-cell fusion, translocation of phosphatidylserine, and inhibition of fusion of pG-transfected cells defined the p9 + p2 (fragment 11, sequence 56-110) as a fragment with higher specific activity for anionic phospholipid aggregation than the previously reported p2. While fragment 11, p2, and p3 showed interactions with anionic phospholipids, p9 and p4 showed no interactions with any phospholipids. When added to a cell monolayer model at low pH, fragment 11 induced pH-dependent cell-to-cell fusion and translocated phosphatidylserine from the inner to the outer leaflet of the membrane. At low pH and in the presence of anionic phospholipids, fragment 11 showed more than 80% beta-sheet conformation (IR and CD spectroscopies). Finally, anti-fragment 11 antibodies inhibited low pH-dependent pG-transfected cell-to-cell fusion. All of the data support the conclusion that fragment 11 is a primary determinant of some of the viral cell fusion events in VHSV.",[],"['A M Estepa', 'A I Rocha', 'V Mas', 'L Pérez', 'J A Encinar', 'E Nuñez', 'A Fernandez', 'J M Gonzalez Ros', 'F Gavilanes', 'J M Coll']"
Viral hemorrhagic septicemia virus alters turbot Scophthalmus maximus macrophage nitric oxide production.,"The effect of viral hemorrhagic septicemia virus (VHSV) in vitro infection on the nitric oxide (NO) production by turbot Scophthalmus maximus kidney macrophages has been addressed in the past. Previously, we had determined that only a small fraction of turbot possess head kidney macrophages that respond to a single exposure of lipopolysaccharide (LPS) with NO production (LPS-responsive macrophages), whereas macrophage cultures from other individuals were not activated by LPS alone and needed a combination of stimuli to respond (LPS-non-responsive macrophages). In the current work, we examined the effect of VHSV on NO production by macrophages characterized as LPS-responsive macrophages or LPS-non-responsive macrophages. Combinations of LPS and tumor necrosis factor alpha (TNF-alpha) and macrophage-activating factor (MAF) were also used to stimulate the cells for NO production. The effect of VHSV on NO production depends on the response to LPS alone. When a low multiplicity of infection was used (1.78 x 10(-3)), the NO production in response to LPS in LPS-responsive macrophages was significantly decreased. However, LPS-non-responsive macrophage cultures produced NO when a combination of LPS and VHSV was used. In the case of a higher VHSV multiplicity of infection (1.78), no significant change was observed in LPS-non-responsive animals. Combinations of LPS with TNF-alpha, LPS with MAF, and TNF-alpha with MAF were used to induce NO production in LPS-non-responsive macrophages. In all these cases, VHSV suppressed NO production, although at a significant level only when a combination of TNF-alpha and MAF was used for the induction of NO.",[],"['C Tafalla', 'A Figueras', 'B Novoa']"
Comparative immunogenecity of foot and mouth disease virus antigens in FMD-haemorrhagic septicaemia combined vaccine and FMD vaccine alone in buffalo calves.,"Humoral immune response was evaluated by monitoring the serum antibody titres and virus specific IgM titres against Foot and Mouth Disease (FMD) virus antigens in serum samples obtained from different groups of calves inoculated with combined vaccine or FMD vaccine alone, on 0, 7, 14, 21, 28, 42 and 56 days post-vaccination (DPV). The cellular immune response was monitored by MTT based lymphoproliferation in peripheral blood mononuclear cell cultures. Higher liquid phase blocking (LPB) ELISA antibody titres were observed in calves receiving combined vaccine as compared to calves immunized with FMD vaccine alone with the peak titres in both the groups obtained on 21 days post-vaccination. However, the virus specific IgM titres were significantly higher in group of calves inoculated with combined vaccine than FMD vaccine alone. The lymphoproliferative responses against FMDV types O, A22 and Asia 1 in the groups receiving combined vaccine and FMD vaccine alone started increasing gradually after day 14 and reached peak levels on 28 DPV followed by a gradual decline subsequently. The group receiving combined vaccine showed higher proliferative responses on in vitro stimulation with FMD virus type O, whereas, with FMD virus type Asia 1, the responses were significantly higher on 14 and 21 DPV as compared to the group immunized with FMD vaccine alone. However, in the group receiving combined vaccine, the responses on in vitro stimulation with FMD virus type A22 were significantly higher than FMD vaccine alone group on all DPV except on 42 DPV.",[],"['Rajesh Chhabra', 'R Sharma', 'N K Kakker']"
